iter	MultiClass
568	0.1655997519
569	0.1655329885
570	0.1654009031
571	0.1652816952
572	0.1651480484
573	0.1650134541
574	0.1649320383
575	0.1648642607
576	0.1647820843
577	0.1646528813
578	0.164539118
579	0.1644363107
580	0.1643821581
581	0.1643432317
582	0.1643138334
583	0.1642009909
584	0.1641157852
585	0.1640450051
586	0.1638700699
587	0.1636766791
588	0.1635505987
589	0.1634855568
590	0.163202343
591	0.1630736337
592	0.1629978761
593	0.1629297782
594	0.162898445
595	0.1628260235
596	0.1627927019
597	0.1626612703
598	0.1625933059
599	0.1624910724
600	0.1624349047
601	0.1623719446
602	0.1622523631
603	0.1622055633
604	0.1621795279
605	0.1620966842
606	0.1619961589
607	0.1619011582
608	0.1618261212
609	0.1617933734
610	0.1616986262
611	0.1616315693
612	0.161562524
613	0.1614940125
614	0.1613950752
615	0.1613063732
616	0.1611297032
617	0.160972463
618	0.1609152811
619	0.1608399905
620	0.1607822882
621	0.1606589568
622	0.1605533472
623	0.1604274403
624	0.1603165461
625	0.1602885223
626	0.1602129915
627	0.1601793763
628	0.1599877736
629	0.1599099209
630	0.1598436112
631	0.1597635165
632	0.1596634182
633	0.1595259281
634	0.1594338233
635	0.1593670065
636	0.1592080983
637	0.1591645947
638	0.1591276433
639	0.1590971374
640	0.1590348579
641	0.1589366545
642	0.1588571336
643	0.1587961352
644	0.1586344913
645	0.1584881403
646	0.1584639064
647	0.1584443431
648	0.1584021874
649	0.1583762053
650	0.1582757333
651	0.1581361748
652	0.1580113088
653	0.1579141863
654	0.157735181
655	0.1576296381
656	0.1575627146
657	0.1574974458
658	0.1574274664
659	0.1574020448
660	0.1573138633
661	0.1572605247
662	0.1571161087
663	0.1570774092
664	0.156995473
665	0.1568486683
666	0.1567421779
667	0.1566086512
668	0.1565396459
669	0.1564433909
670	0.1563756
671	0.1562867112
672	0.1561529709
673	0.1560835253
674	0.1559706428
675	0.155861697
676	0.1557888485
677	0.1557112359
678	0.1556682527
679	0.1555401706
680	0.1554694973
681	0.1554083387
682	0.1553223323
683	0.1552286928
684	0.1551057485
685	0.1550101206
686	0.1549722484
687	0.1548847875
688	0.1547796316
689	0.1547285215
690	0.1546572476
691	0.1545649426
692	0.1544528608
693	0.1543547108
694	0.1542805278
695	0.1542633932
696	0.1540559504
697	0.1539603092
698	0.1539144036
699	0.15384349
700	0.1537978646
701	0.1536647116
702	0.1535040151
703	0.1533200856
704	0.1532092449
705	0.1530694462
706	0.1530529255
707	0.1530032967
708	0.1529819185
709	0.1529385083
710	0.152879258
711	0.1528074771
712	0.152741888
713	0.1526841323
714	0.1525630962
715	0.1525002963
716	0.1523946732
717	0.1523246404
718	0.1522690866
719	0.1521985867
720	0.15211218
721	0.152031992
722	0.1519155998
723	0.1518493302
724	0.1517368881
725	0.1516742749
726	0.1515978634
727	0.1515658228
728	0.1514821651
729	0.1513381495
730	0.1512768975
731	0.1511928928
732	0.1511235273
733	0.1510495178
734	0.1509223965
735	0.150776913
736	0.1506624825
737	0.1505526693
738	0.1504487277
739	0.1503568897
740	0.150312145
741	0.1502301955
742	0.1501311247
743	0.1500880481
744	0.1500056715
745	0.1499116049
746	0.1497658812
747	0.1497246862
748	0.1496225462
749	0.1495042457
750	0.1493238926
751	0.149239541
752	0.1491899789
753	0.1491333442
754	0.1490889064
755	0.148987874
756	0.1488631814
757	0.1488150873
758	0.1487423055
759	0.1487093708
760	0.148664773
761	0.1485825298
762	0.148528137
763	0.1484533935
764	0.148395918
765	0.1482992226
766	0.1482169394
767	0.1480812242
768	0.1480135801
769	0.1479385564
770	0.1478164927
771	0.1477064927
772	0.1476787758
773	0.1476186714
774	0.1475355342
775	0.1473366053
776	0.1472867229
777	0.1472714166
778	0.1472013838
779	0.1471060095
780	0.1470495482
781	0.1469571231
782	0.146896258
783	0.1467925433
784	0.1467369895
785	0.1466494885
786	0.14661985
787	0.1465040717
788	0.1463785785
789	0.146310067
790	0.1462496824
791	0.1460553574
792	0.1459751827
793	0.1458855199
794	0.1458561349
795	0.1458179558
796	0.1457211403
797	0.1456186399
798	0.14553629
799	0.1454006815
800	0.1453274193
801	0.145266968
802	0.1451376449
803	0.1450568162
804	0.1449916276
805	0.1449616688
806	0.1449002166
807	0.1448796391
808	0.1448283156
809	0.1447431366
810	0.1446902917
811	0.1446039517
812	0.1445276336
813	0.1444550253
814	0.1443751575
815	0.1442711358
816	0.1442217205
817	0.1441929895
818	0.1440663353
819	0.1440471189
820	0.1439962357
821	0.1438828595
822	0.1438032719
823	0.1436795802
824	0.1436033955
825	0.1435443721
826	0.1435015757
827	0.143443393
828	0.1433877458
829	0.143308732
830	0.1432618922
831	0.1432320269
832	0.1431619274
833	0.1430954843
834	0.1430727049
835	0.1429963201
836	0.1429790521
837	0.1428800747
838	0.1428334351
839	0.1427814576
840	0.142690834
841	0.1425822352
842	0.1425664885
843	0.1425348883
844	0.1424639214
845	0.1424355773
846	0.1423961171
847	0.142334278
848	0.1422025795
849	0.1421249802
850	0.1420799687
851	0.1419492711
852	0.1418642122
853	0.1417947532
854	0.1417787796
855	0.1417428825
856	0.1416540204
857	0.1416124784
858	0.1415505192
859	0.1414703978
860	0.1414330461
861	0.1412323157
862	0.1411863433
863	0.1410729537
864	0.1410418473
865	0.141023058
866	0.1409317805
867	0.140871169
868	0.1408066075
869	0.1406770442
870	0.1405843522
871	0.1405579964
872	0.140464824
873	0.1404191986
874	0.1403320446
875	0.1402667758
876	0.1401855335
877	0.140115781
878	0.1400519534
879	0.1399944646
880	0.1399378833
881	0.1398634334
882	0.1398302452
883	0.1397057929
884	0.1396688548
885	0.1396142351
886	0.139543415
887	0.1395133228
888	0.1394754907
889	0.1394281038
890	0.139365971
891	0.1392472969
892	0.139187793
893	0.1390216119
894	0.1389852344
895	0.1389649905
896	0.1389102908
897	0.1388810393
898	0.1388672943
899	0.1387815548
900	0.1387181143
901	0.1386413024
902	0.1385846009
903	0.1385162362
904	0.1383935587
905	0.1383614247
906	0.1383335878
907	0.1383024547
908	0.138153635
909	0.138107756
910	0.1380784245
911	0.138051228
912	0.1380280884
913	0.1379501689
914	0.1379190224
915	0.1378463874
916	0.1377312897
917	0.1376896944
918	0.1376458171
919	0.1376017931
920	0.1375574755
921	0.1375297586
922	0.1375004671
923	0.137469801
924	0.137401036
925	0.137280894
926	0.1372117286
927	0.1371891227
928	0.1371411887
929	0.13706028
930	0.1370272119
931	0.1369552975
932	0.136909205
933	0.1368097339
934	0.1367263965
935	0.1366764874
936	0.1365819805
937	0.1364302117
938	0.1363423237
939	0.1362228489
940	0.1361773036
941	0.1361162117
942	0.1360026753
943	0.1359381139
944	0.1358751671
945	0.1358572719
946	0.1357620844
947	0.1356789471
948	0.1356669236
949	0.1355744851
950	0.1354435206
951	0.1354033531
952	0.1353040822
953	0.1351996068
954	0.1350827076
955	0.1349433626
956	0.1348833116
957	0.134848909
958	0.1348190704
959	0.1347994137
960	0.134695005
961	0.1346209955
962	0.1345240599
963	0.1344597386
964	0.1343983265
965	0.1343387692
966	0.1342991489
967	0.1342231377
968	0.134189696
969	0.1340728768
970	0.1339410983
971	0.1338755893
972	0.1338027408
973	0.1337751307
974	0.1337135717
975	0.1336405898
976	0.1335438943
977	0.1335331919
978	0.1334577412
979	0.1333866542
980	0.1333302863
981	0.133307974
982	0.1332483367
983	0.1331729927
984	0.1330757368
985	0.1329948415
986	0.132920872
987	0.132770064
988	0.1326411011
989	0.1325306073
990	0.1323871522
991	0.1323521758
992	0.1322694256
993	0.1321730504
994	0.1320978532
995	0.1320336654
996	0.1319023139
997	0.131792514
998	0.1317072149
999	0.1316259325
